4.1169,-5.818854385,2.0,10.0,1.9275,2.435,0.707106781,0.866025404,10.95742049,0.502164067,1.093652138
0.5944,-2.348980742,2.0,41.0,1.74,2.12,0.0,0.5,16.7255,0.16,0.43
5.3473,-4.089542503,1.333333333,18.0,1.936666667,2.44,0.471404521,0.471404521,2.180245909,0.263986532,1.018233765
0.3628,-3.551696316,2.0,45.0,2.275,1.525,0.0,0.0,19.99,0.215,0.575
4.1895,-3.00772838,1.0,14.0,2.01,2.045,0.0,0.0,6.2315,0.26,1.115
2.1275,-3.531007811,2.285714286,27.42857143,1.81,2.152857143,0.451753951,0.451753951,22.72354425,0.17345234,0.458747185
2.253,-3.608290392,1.6,20.4,2.166,1.966,0.489897949,1.356465997,32.8164491,0.709608343,1.216743194
2.4168,-3.714797811,1.714285714,23.71428571,2.217142857,2.084285714,0.699854212,1.399708424,32.83677147,0.713216342,1.217982608
3.2381,-5.551316342,2.0,14.0,1.915,2.22,0.0,1.0,12.039,0.395,1.22
2.8049,-3.804671979,2.0,14.0,1.765,1.945,0.0,0.0,3.8805,0.035,0.635
3.933,-2.569328655,1.0,45.0,2.505,1.74,0.0,0.0,20.718,0.525,0.92
2.6911,-5.188998926,2.0,23.0,2.005,2.195,0.0,1.5,35.81,0.485,1.245
2.3557,-2.941684465,1.6,16.8,1.906,1.734,0.489897949,0.4,15.67927684,0.332782211,0.739096746
5.1333,-3.06801279,1.0,27.0,2.39,1.99,0.0,1.0,25.0075,0.64,1.17
0.0,-3.667681458,3.0,28.0,1.74,2.41,0.0,1.5,50.4095,0.19,0.63
0.7868,-2.76682316,2.0,27.33333333,2.203333333,1.353333333,0.816496581,0.816496581,27.95871704,0.265497437,0.584598628
4.5606,-3.12981712,1.0,10.0,1.785,2.07,0.0,0.5,14.2215,0.035,1.09
0.988,-3.27304972,3.0,32.0,1.95,1.83,0.0,1.0,47.3845,0.11,0.22
0.8709,-2.300034165,2.0,18.66666667,1.82,1.59,0.816496581,0.471404521,18.39675488,0.359536739,0.516139516
0.3559,-2.891694037,3.0,32.0,1.845,1.9875,0.707106781,0.707106781,29.90519777,0.183915742,0.206321957
4.1178,-4.624225042,1.777777778,8.444444444,1.718888889,2.187777778,0.916245695,0.628539361,19.66551472,0.197790262,1.161357231
0.5014,-2.3774058,2.0,22.0,1.686666667,1.603333333,0.816496581,0.942809042,30.02059139,0.210132234,0.491008033
7.1456,-5.475940688,1.428571429,11.14285714,1.642857143,3.215714286,0.728431359,0.728431359,7.439558981,0.300794865,1.219389275
0.6216,-3.000699134,2.0,24.66666667,2.063333333,1.343333333,0.816496581,1.247219129,48.22294959,0.200055548,0.499755496
0.7866,-2.065552707,2.0,50.0,1.82,1.895,0.0,0.0,7.5945,0.24,0.205
2.5035,-2.94173496,1.333333333,19.33333333,1.9,1.353333333,0.471404521,1.414213562,56.84667116,0.113137085,0.527973063
4.4635,-7.016193865,3.0,6.0,1.735,2.54,0.0,0.0,1.595,0.185,0.5
0.6388,-3.131438393,3.0,32.0,1.865,1.985,0.0,1.0,41.923,0.065,0.205
2.269,-2.39027951,1.0,28.0,1.9,1.82,0.0,1.5,59.947,0.08,0.84
2.3498,-2.336915365,1.0,32.0,2.125,1.795,0.0,1.0,51.957,0.145,0.865
2.7036,-5.257757196,2.285714286,22.57142857,1.89,2.517142857,0.699854212,1.484614978,41.69029344,0.43850395,1.110272995
2.3564,-5.363453848,4.0,19.0,1.905,2.28,0.0,1.0,30.2995,0.205,0.27
0.3861,-1.939917505,1.5,21.0,2.2175,1.21,0.866025404,0.866025404,42.76433444,0.090932667,0.484974226
1.8004,-3.350821284,2.0,23.0,1.815,1.93,0.0,0.5,27.3275,0.085,0.62
1.7851,-2.485926217,1.333333333,36.0,2.653333333,1.396666667,0.471404521,0.471404521,3.067900621,0.532687108,0.815529821
2.431,-2.899464213,1.333333333,12.66666667,2.113333333,1.48,0.471404521,0.0,4.278467431,0.221560125,0.777817459
0.9599,-2.486903446,1.5,15.0,1.88,1.2475,0.866025404,1.299038106,49.68387742,0.103923048,0.463323591
3.0974,-4.54087793,2.0,10.0,1.665,2.075,0.0,0.5,11.5265,0.135,0.505
0.678,-3.67832521,2.0,19.0,1.455,2.545,0.0,1.0,24.695,0.065,0.895
2.5294,-5.196794966,2.4,13.6,1.68,2.728,0.8,0.8,22.04937042,0.229869528,0.899675497
1.3779,-3.551250882,2.0,10.0,1.893333333,1.673333333,0.816496581,0.942809042,14.22976784,0.31457202,0.96641376
2.6609,-3.367406574,2.0,23.0,1.815,1.93,0.0,0.5,27.3275,0.085,0.62
2.441,-3.23391003,2.0,30.0,1.945,1.6975,0.707106781,1.299038106,55.751179,0.115217186,0.46002038
1.9837,-3.118265647,1.333333333,10.0,2.02,1.766666667,0.471404521,0.471404521,3.2951176,0.353553391,1.183225347
5.0462,-3.099361835,1.0,18.0,2.25,1.99,0.0,0.5,1.8225,0.5,1.17
