tst_y,tst_pred
5.5546,5.472272194802365
1.8665,1.8616628594785425
1.92,1.8904428168719605
3.4135,3.222924137676493
4.4768,4.359461372100391
2.6325,2.7015685863332877
2.5356,2.631628266511221
1.7876,1.7461541718878664
3.9743,3.631470702712825
5.5707,5.52336915744349
1.5737,1.516600417579376
2.585,2.9281936768179904
2.3856,2.5757785149982695
1.4274,1.0794305748772572
9.3322,9.503562432095116
2.3017,2.1434596573644242
4.4837,4.63660577765264
8.2173,8.32606804843494
2.195,2.178616547250641
6.604,6.265131257755151
6.1699,6.106979792886527
9.686,9.549978309594245
13.605,13.660473957049781
5.3966,5.332015545619818
2.98,2.836690227469603
14.5484,14.185369926069676
5.2102,5.9334073538359675
0.9156,1.2702008353190593
1.022,1.0998061777577703
5.7682,5.276059872837926
6.5146,6.7820760213782805
2.3412,2.609298055899913
4.8356,4.890017653679102
2.0463,2.1052609898699615
5.8911,5.464721436421847
3.1664,3.126419378056113
8.4785,8.484775147847195
4.5654,4.529250742855105
4.9548,5.0409703434978255
2.1581,2.120001994059919
4.1902,4.287143909862586
3.689,3.5782750386307995
2.1176,1.896857672044625
4.1618,4.05244637191808
5.7204,6.036138029227601
5.0391,5.4066095257648
6.0339,6.0670505059985445
3.5878,3.7680634862928173
4.0471,4.111037144263506
3.8445,3.815384293639049
1.7396,1.4794980476507007
3.9033,4.117039591299822
10.2887,10.31029444874276
0.7863,0.767519995162381
5.3309,5.414642339193811
1.9291,2.1133829434241704
1.7504,1.7843470216491184
7.0987,6.9679586974626275
8.5691,8.245424317221612
4.406,4.264975778034646
2.8563,2.8486497810139966
8.0577,7.979663749427651
4.9465,5.0267054161994125
5.6381,5.89917575442518
3.1458,3.109934063705971
4.3992,4.677318904452569
6.6096,6.403939759091237
1.4077,1.139250483508775
