feature,VIF
1,4.695065233514472
4,4.497526176923425
5,4.348175473933238
6,3.6419177058459464
9,4.87109317719853
10,4.187603369923425
12,1.2141731719735862
14,4.492467681833767
15,4.768793812556441
16,3.2755334874717454
