feature,VIF
1,6.167086093510474
3,9.159644846835143
4,7.816102086915863
5,11.942374804923801
7,8.552338676755168
9,10.154407972994766
10,14.258888776420733
11,16.681832389377902
12,1.290478765555629
14,4.743035291650249
15,4.620336662472094
16,4.057325094290681
17,17.668679544066848
18,9.92446578166927
