feature,VIF
2,9.247531202734615
3,9.99208052950349
4,7.048430539027266
5,12.038123238379269
6,53.210461012557104
7,77.03391066751627
9,11.722730836081258
10,15.591332069712438
11,17.307057041634888
12,1.3593079509569728
14,4.9384067715474
15,5.95269085789647
16,4.125390973832685
17,19.36768280170817
18,10.655946537778052
