feature,VIF
1,6.213339586390402
3,9.31783836529804
4,8.074923001498366
5,12.587545775306756
6,52.82826431447004
7,74.69462501772182
9,11.774378130424259
10,15.625298645462047
11,17.169684410939112
12,1.300472677118484
14,4.9742791198247405
15,5.932327196063143
16,4.061997616061491
17,19.86984916236098
18,10.597465501618128
