tst_y,tst_pred
11.5869,11.007896282281877
8.4321,8.566405309854531
8.6145,8.4730075782619
8.1958,8.367024074384176
8.4926,8.877293730928727
1.371,1.7296227367106667
4.4837,5.008351045452514
5.9228,6.183663826340421
7.5067,7.646199423033181
5.6381,5.859119499938174
9.686,9.533873223053092
1.022,1.103568153751553
8.2358,8.197654675624221
11.2074,10.60700360911244
2.3459,2.43668895330768
9.2312,9.56781265039092
8.2488,8.184366115737362
3.3727,3.3833244000517197
2.195,2.0036105053524125
2.923,2.892996426589093
7.2876,7.143373302306941
4.2694,4.284675142050332
5.7006,5.383010019358267
4.3584,4.400896244461478
2.5701,2.86999346123514
10.2887,10.567200062444613
3.4742,3.292727954735824
9.6897,10.059743213286424
6.2427,6.124899143312291
11.296,11.951411281254991
2.8464,2.6799901179812196
11.8213,11.705113169174297
1.6817,1.6529399593374592
3.9363,3.817244650757061
3.5878,3.667936348337321
11.7016,12.136547580409683
3.8445,3.690869395623963
2.3766,2.2950318400809238
4.7263,4.820716214054414
1.4577,1.4692608927626907
2.3072,2.4892860179107856
8.5691,7.91278766820426
3.7694,3.7623149199636146
3.671,3.8877582783981097
11.9452,12.186282787282039
3.8065,3.798419655621842
2.0713,2.2197238438358227
5.0669,5.50704720810711
4.0859,4.271502439905021
4.1902,4.273721086782757
5.1969,5.087746052336229
0.9156,1.2450174209617444
0.7863,0.6530398554342582
2.5356,2.4015981691383104
6.0339,6.021360529782328
2.9918,3.0169598055719007
2.4753,2.6125954890623007
1.3449,1.2360399002128588
2.7298,2.5423795357356767
6.6164,6.268629133649597
6.5796,6.306822515541285
3.14,3.1891204507711564
2.585,2.6667363239331507
2.6293,2.2222096428532723
1.4077,1.5478783451954996
4.2488,4.528479554804221
2.6669,2.6252256332437582
1.5573,1.2456230258713958
