tst_y,tst_pred
8.498,8.469003401926377
3.9033,4.112013038132934
6.4659,6.639866074580302
11.9452,12.221256530961503
11.2074,10.821923183958623
4.4837,4.826449425826516
5.4815,5.541416841276876
4.3584,4.381733582821132
1.9291,2.1196617007120064
7.8919,7.602266634176138
1.8594,1.9022366967655469
0.7466,1.3278416776303654
1.6696,1.7518787771986606
2.1581,2.121003435618425
3.1553,3.1185606666492074
1.33,1.4931757865389752
11.6438,11.772095029976574
0.9156,1.0967379879000898
3.9743,3.799465964622348
6.7964,6.912856367169573
2.1749,2.2048284703502556
6.604,6.321653909949466
3.9388,3.677993300628648
1.2836,1.642358260532708
1.4077,1.117128012060041
2.5701,2.793372053745477
9.3022,9.228867582695946
9.4213,9.630633996207441
7.2876,7.029030850884103
7.0987,6.94065182963964
5.0391,5.208324429620964
8.0577,7.994407003994686
1.7131,1.522296683237462
1.9402,2.0736629649449494
1.3449,1.3979217053318305
2.4631,2.6982733181584333
10.9613,10.542349628128298
2.8464,2.6537670248166503
13.0725,12.75543774015687
3.3727,3.3324796806114616
11.2042,11.66257339776262
2.3459,2.435902015929221
5.9187,5.785884253068664
6.6096,6.309135671180959
5.287,5.38950000755033
2.98,2.920700626213309
2.3679,2.9182697792476144
8.7402,8.588687944698611
6.4426,6.229614572420749
2.585,2.7615836665518625
11.987,11.636167537792224
8.3594,8.44523586803455
1.6817,1.7453320444606586
4.149,3.8201633533738484
1.8094,2.0272450744089863
1.3849,1.7404758377062333
3.8065,3.427987630557075
7.3432,7.821686155642672
3.689,3.5564372513737705
2.1176,1.8164717664135903
5.3309,5.396731860763614
5.9228,6.100252653881219
2.6669,2.676185200719763
4.4768,4.383336347789216
3.4788,3.5825126606987876
8.4926,8.755517958926296
4.9548,4.9396956001099195
6.7255,6.546290524651615
