tst_y,tst_pred
6.5146,6.628530316208963
4.9548,4.9191695616045585
5.2102,6.035186923949237
8.4785,8.505376218801398
5.5546,5.459995792443333
1.4295,1.8446587673765689
1.7728,1.956101918317
10.9613,10.616216664673384
4.1715,4.228393261677848
11.6438,11.753034074367502
5.9173,5.504158672954286
6.8743,7.555734370528949
4.4768,4.480878089915546
7.3432,7.754344655783694
5.3309,5.424445086397423
2.9687,2.9439410658724054
1.4274,1.3262437409289132
4.5654,4.626684703446227
6.7212,6.786717879203689
8.4926,8.885155592783331
1.8665,1.5820563234517349
1.735,1.7137060036360308
7.6722,7.870811376849456
4.6557,4.443907751631723
11.5869,11.239570367135894
6.6747,6.800357512277497
4.4694,5.062548902787039
6.7964,6.791163227455154
1.8665,1.5820563198502495
2.0713,2.0623638530756634
4.7437,4.5569908128228285
6.5796,6.449067572183008
6.0339,6.15318105785239
5.7204,5.936742826454047
2.4221,2.2852628998750615
1.8382,1.7144069796389485
6.7934,6.780254496534081
1.3449,1.628363731357791
2.1581,2.088500611470732
3.9033,4.16094446631767
8.2731,8.092861510696348
2.6759,3.0246806637913832
11.2042,11.663863065537708
4.1902,4.2100340190125785
2.0465,2.1521722984262905
0.9185,0.7686738916683962
1.3022,1.1466233047267278
1.92,1.7644729589878634
3.0207,2.925805637000718
7.5067,7.731274005809933
6.7511,6.67520291551055
8.0895,7.629474702612793
4.9239,4.910626311732113
9.2312,9.434646585133788
3.5878,3.8292662739378156
3.3727,3.3546583536635635
3.7455,3.3538179202869114
12.8835,12.804729626979434
1.5573,1.4199019642511357
2.923,2.6494925364673745
7.2186,7.51621582549738
1.6696,1.7857441868572832
14.5484,14.238838228574973
9.7695,9.841807400426188
6.5356,6.549434774656202
6.6164,6.523712968617684
3.0943,3.0251706485304166
9.3022,9.165372727474942
