num,matername,gap_g0w0,gap_pbe,gap_mbj,vol,cohesive,valence,number,period,mass,vdw,EN,EA,valence_std,number_std,period_std,mass_std,vdw_std,EN_std,EA_std
322,SrTiO3,3.7909000000000006,1.8501000000000003,2.7358000000000002,11.82736767289914,-6.571839970399999,2.4,16.8,3.0,36.7,1.832,2.5620000000000003,10.675460000000001,0.8,11.906300852909775,1.2649110640673518,28.295967203826063,0.40056959445269935,1.0913917720049018,3.621755027386585
323,ZnCu2SiTe4,1.3344999999999994,0.06219999999999981,0.6795,26.046672083665307,-2.9550900823750004,2.0,38.75,4.375,91.370875,2.03375,1.96875,8.629637500000001,0.8660254037844386,14.060138690638865,0.6959705453537527,37.87933666736226,0.04820204871164716,0.1519405722642903,0.614628143550025
324,SrAgTeF,2.770699999999999,1.4149000000000003,2.5868,21.86043652476492,-3.8343639642499996,1.5,36.5,4.25,85.52149999999999,2.0325,2.24,9.925875000000001,0.5,16.650825805346713,1.299038105676658,40.925988011897765,0.364854423023759,1.0962891954224487,4.485130053507366
325,Li2ZnSnS4,4.1526,2.2812,3.2152000000000003,21.12179829924609,-3.4530944854999994,2.0,18.75,3.125,40.798,1.8775,1.98625,8.6201875,0.8660254037844386,14.271912976192084,0.9270248108869579,34.02810491343883,0.12930100540985745,0.6660506268295227,2.0970830440384924
326,VCi3Te4,1.4491999999999994,0.5129999999999999,0.6040999999999999,24.420967503956724,-3.4238475875,2.0,39.75,4.5,93.997375,2.0237499999999997,1.96625,8.245475,1.224744871391589,12.386989141837494,0.5,33.8235416793448,0.04948168853222373,0.15723688339572248,0.8209514415451139
327,KNa2CuO2,4.3044,1.6193,3.1184999999999996,16.5304819275062,-3.3476988,1.3333333333333333,14.333333333333334,3.0,30.104,2.0483333333333333,1.9100000000000001,8.263583333333335,0.4714045207910317,7.520342781785652,0.816496580927726,16.824203913806244,0.4390678256893296,1.1395028155589029,3.9273415361270643
328,KLiSO4,8.9145,5.5435,9.1449,14.248035142859292,-4.67137563142857,1.7142857142857142,10.0,2.4285714285714284,20.31057142857143,1.7785714285714285,2.5914285714285716,10.652114285714285,0.45175395145262565,5.0990195135927845,0.7284313590846836,10.298313854456852,0.41632503000930043,1.1093811475828517,3.831812784879677
329,Ba2LaSbO6,6.7642,4.1321,5.9146,16.00993473941056,-5.6548168376,2.4,26.8,3.5,63.130399999999995,1.8970000000000002,2.557,10.631730000000001,0.9165151389911681,23.072927859289987,1.857417562100671,57.89232100753951,0.48883637344207526,1.1232012286318067,3.767081837191754
330,SrWO4,7.174300000000001,4.3956,5.3508000000000004,14.487913290257282,-6.601674750333333,2.6666666666666665,24.0,3.1666666666666665,55.91166666666667,1.7916666666666667,2.735,11.33855,1.4907119849998598,24.899799195977465,1.674979270186815,62.90919392708474,0.3944792629389902,1.020257320483416,3.2840187736724853
331,Y2CN2O2,5.9604,4.0829,5.805400000000001,13.656748998168535,-7.050509342857143,2.857142857142857,16.285714285714285,2.857142857142857,35.68928571428572,1.782857142857143,2.564285714285714,11.428471428571429,0.6388765649999399,14.379690893898994,1.3552618543578767,33.68085083636137,0.34445461180224696,0.8944887948329104,3.4479745846404573
332,LiCaAlF6,12.7564,7.9256,10.9585,11.595696738123172,-5.272403400444444,1.3333333333333333,10.0,2.3333333333333335,20.895222222222223,1.6433333333333333,3.052222222222222,13.558611111111112,0.6666666666666666,4.268749491621899,0.6666666666666666,8.295994773621223,0.2778088871468618,1.322890587377822,5.4678025897967135
333,YScO3,6.0666,3.8188,5.111799999999999,13.322403575039365,-7.353817631,2.4,16.8,3.0,36.372400000000006,1.8060000000000003,2.58,10.72662,0.4898979485566356,12.188519188154071,1.2649110640673518,28.560677033992036,0.3543783289085268,1.0542106051449112,3.542997636126787
334,NaZrCu3Se4,2.6074999999999995,1.3386,2.1190999999999995,23.07232569659324,-3.874175098888889,1.7777777777777777,30.444444444444443,4.0,68.96577777777777,1.9977777777777774,2.0177777777777774,8.21797777777778,0.9162456945817024,7.646511348482335,0.4714045207910317,18.549814265483917,0.13766124103737634,0.5608481231883998,1.5681391355345549
335,Li2MgCdP2,2.2546,1.3722000000000003,2.2428,18.03717507040125,-2.5509305953333334,2.0,16.0,3.0,35.44733333333333,1.8583333333333334,1.5566666666666666,8.066133333333333,0.816496580927726,15.165750888103101,1.0,35.83513837779276,0.14701662793333584,0.5075978285567774,2.123691076613755
336,SrTaF7,10.150300000000001,5.5729,7.4006,13.015550369080499,-5.690642007444445,1.5555555555555556,19.333333333333332,2.7777777777777777,44.61711111111111,1.6666666666666667,3.3677777777777775,15.022677777777776,1.257078722109418,21.018510360579263,1.4740554623801778,52.73595831739783,0.37339285239841197,1.152675899112609,4.511447618319368
337,CaMg6ZnO8,6.3302000000000005,3.3602000000000003,5.212999999999999,10.009265405731563,-4.9620355475625,2.0,11.625,2.625,23.706125,1.67875,2.376875,10.6455875,0.0,5.666513478321568,0.6959705453537527,12.456952209885651,0.21295172575022722,1.069326416196196,3.028748750283481
338,VBO4,5.7642,2.792,3.2228,14.786361810175615,-6.542790877500001,2.6666666666666665,10.0,2.3333333333333335,20.95866666666667,1.6783333333333335,2.905,11.5861,1.1055415967851334,5.916079783099616,0.7453559924999298,13.54171918759046,0.22806553639006674,0.7658056759605099,2.9083881452332547
339,Ca2ZrTiSi2O10,6.247199999999999,3.2485,4.0439,12.057650320329328,-6.771233293,2.5,13.125,2.6875,27.214375,1.7725,2.691875,11.1358,0.8660254037844386,8.513775601928911,0.982264602843857,19.548631486228775,0.3310117067416196,0.9923911700408262,3.247154936825466
340,SrZnAsF,1.9015999999999993,0.5866999999999996,1.8223000000000003,18.705125702082523,-3.4576567615000005,2.0,27.5,3.75,61.732499999999995,1.9549999999999998,2.19,10.575125,0.7071067811865476,11.05667219374799,1.0897247358851685,25.90241476677416,0.3658893275295141,1.121762006844589,4.263814442125149
