feature,VIF
1,5.603203683656626
3,8.36995139320336
4,5.045938288177861
5,4.411653849856404
6,5.995209227416679
9,8.487145253268057
10,5.447395503388719
12,1.2255898247617012
14,4.664379436832797
15,4.823469529402556
16,3.489278681620154
18,4.5490169529078806
