feature,VIF
1,4.939516742059055
3,8.105814810364198
4,5.048168506647692
5,7.830877615013854
6,5.859820248215854
9,7.1840336892857986
10,4.56235629803616
12,1.2217660843962361
14,4.751299770362312
15,4.912921464324339
16,3.689224690838564
17,8.134260140538064
