feature,VIF
1,6.051350654480059
3,8.321212082293098
4,6.945886255612745
5,11.365019090299114
6,5.528637458008559
9,9.788972039755265
11,6.215844594420182
12,1.262413294687599
14,4.6711012556995835
15,4.843328780466574
16,4.011556787310808
17,16.542147722267938
18,8.406255756963937
