feature,VIF
1,6.021222772147752
3,8.370549496172996
4,7.467760449186176
5,11.448239465690666
6,6.000717070255334
9,8.767723725579414
10,5.524549690277484
12,1.261443760375847
14,4.756159312625674
15,4.930489525769952
16,3.6981419674150375
17,16.77644233349853
18,9.38208506563919
