tst_y,tst_pred
1.4295,1.6965438423638384
2.5356,2.714783232810836
3.4099,3.5202299959081023
1.022,1.0604012358434955
2.923,2.982378941594624
2.98,2.685382196375471
6.8743,7.991413478246035
6.1699,6.112671302227356
12.8094,13.204608922248777
4.0401,4.056554785421039
3.8065,3.9343121077773864
3.5878,3.8348052660928826
2.8036,2.817613400785693
1.6723,1.6631505124068307
5.3966,5.4964083423673955
3.8445,3.840346647911767
5.5707,5.504856907755177
11.8931,12.019673431647188
9.6795,9.59824286448625
6.8932,6.793053715646591
6.5356,6.613115990244199
4.5006,4.507975662589877
6.7511,6.730207276403669
4.5839,4.4826475598599105
11.7016,11.593473956539231
8.7402,8.368550777897157
4.6695,4.541396557719274
4.0859,4.347442384084475
4.4694,4.712558629184852
3.4135,3.2161420580272755
5.287,5.429542419041888
5.2102,5.888697115920719
2.3072,2.340535929818396
1.92,1.8814835587507264
4.0614,3.8720244479327337
6.4659,6.6097880908737885
2.3017,2.185120596389626
11.9452,12.438726187581961
1.8665,1.867506491555603
11.8213,12.16297624298204
11.5869,11.389070393643035
5.0669,5.996221664987603
3.058,3.043244757049981
6.4426,6.191826176281323
4.755,4.833954884085646
1.8594,1.9193528227356804
4.7659,4.585141100109268
8.4926,8.563946120501784
5.7204,5.801506690774042
3.0207,2.979586207085044
3.9033,4.11015466879442
2.6759,3.1885271510298763
1.7131,1.2648266591936803
8.498,8.831907954862828
3.0943,2.789118281043319
1.4274,1.5255092978234037
3.8571,4.145097783959894
5.7682,5.319570550053765
1.3234,1.896503735162669
1.371,1.3161132012586352
4.4768,4.351069855814352
1.3442,1.2264545446057236
2.7298,2.3380467555930324
3.5519,3.7849649747612237
8.6145,8.239638141817995
5.6544,5.513769286694995
3.992,4.162524242198954
3.003,2.988859703962796
