tst_y,tst_pred
1.3849,1.622337079895619
4.7437,4.501493941764597
7.3163,7.778170608621981
5.7204,5.895347061335446
1.92,1.891281231253192
14.5484,14.41662467700316
5.6381,5.796302532367367
4.1715,4.072000569104961
4.755,4.992951583618737
2.1856,2.351525621619107
3.2169,3.032545147090236
10.3911,10.366528434310926
3.7455,3.326494720496516
5.5859,6.135905649466981
1.7131,1.3294682362624322
13.605,14.370041161072908
11.8931,12.006633698470427
4.8004,4.699821190431425
2.4221,2.5397818948817026
5.3309,5.371573452902698
3.689,3.600863242252121
1.7396,1.6588636497339344
4.0614,4.309040948775323
11.2074,10.721144182470557
9.6897,9.985573774892504
3.0943,3.0894379902541864
2.1176,1.7655801774211746
1.4577,1.4208716365405003
11.6438,11.82645350770635
3.8571,4.021708541672883
2.0713,2.270625382955945
1.7876,1.7349528128410334
3.671,3.864742540075344
4.0471,4.09775549603491
3.5878,3.6601143297188123
3.4788,3.43730783400078
3.9604,3.9593229147752886
7.446,7.210989896884161
2.4631,2.7037096946545667
2.6669,2.6223396204963088
6.5356,6.435597425422561
2.3459,2.395364045952551
7.1374,7.429298340846248
11.7016,12.124374815978985
8.0895,7.66413238286022
5.4815,5.422503658480668
2.1581,2.2049601657012268
3.1375,2.849869823901276
2.5356,2.5399744091895577
6.1564,6.320947279962088
9.4213,9.540608106255053
4.9465,5.063505715278911
9.6795,9.625625526481048
5.9187,6.014727824186952
6.7212,6.61843299852389
3.1458,3.09126820819019
1.3442,1.31263530247033
1.8094,1.9690912975196575
3.1664,3.1518191761146177
4.0859,4.182216204955143
5.0361,4.860096467645594
11.9452,12.278676928738964
6.7255,6.900417491218281
6.1699,6.126749195006955
1.3584,1.2176475150948995
5.7682,5.074770259288375
1.8243,1.7876421951108519
4.9239,4.964569536735684
