feature,VIF
1,32.59178412809352
2,48.59457638236869
3,10.376664553713074
4,9.449860719617126
5,12.84895337729916
7,59.20897028541471
8,32.34483152958466
9,11.56574255326758
10,15.352469068395472
11,17.27040257844082
12,1.3995385435531664
13,442.570674976014
14,8.868854917748031
15,391.0872837219313
16,4.446218003292509
17,20.692394229552065
18,10.96626233921797
