feature,VIF
1,32.64868696762663
2,48.734282123062435
3,10.408014151360764
4,9.349975742714522
5,12.678605341714047
6,55.01699449860314
7,89.99016271276206
9,12.07961337715598
10,16.007647805007927
11,17.47098540673413
12,1.3999706654101933
13,447.82034390763044
14,9.01552581336278
15,393.8292862092658
16,4.449343543555894
17,20.610521099577632
18,10.918727646866328
