tst_y,tst_pred
7.6722,7.630869680644604
3.0943,3.075996093130083
4.5839,4.476097699227534
3.003,3.1067030247450695
7.2876,6.890859396435257
8.2173,8.313552435474843
1.33,1.573413037220302
8.1958,8.248444055889262
1.4274,1.1625580284435948
9.2312,9.400534535017936
0.7466,1.307347397341868
2.7447,2.80388366550876
5.5707,5.6519359753256815
3.0207,3.04275911299926
8.7523,8.672276605884758
0.9164,0.7469626714956341
6.604,6.25413360891805
4.9239,4.984571933344409
4.0614,4.165630035016942
4.1715,4.0505362727072445
2.6325,2.719242899989762
8.2731,8.007175615492155
2.0924,1.9112411707065569
2.7298,2.718972093847764
1.4077,1.096024855107384
1.3234,1.4858544479139475
5.0669,6.047439409307184
7.3163,7.411638475789072
6.6164,6.709168877399929
4.4768,4.3650662317741755
1.3584,1.3288099251604528
11.5869,10.918020767152552
2.1176,1.821022810429053
6.4659,6.7375122821905045
4.755,4.9805985769581405
3.14,3.1016811755635665
9.3022,9.193479859586727
2.0713,2.2310606453430175
4.6557,4.447084853962291
2.4753,2.6999038304257503
1.9402,2.0935033091482858
5.3309,5.445988945108251
2.1749,2.30808881123637
3.671,3.7862385323842993
1.022,1.1170589754220366
3.1664,3.1184508785300515
4.3992,4.668525353565268
6.6747,6.814392387734255
5.0391,5.293394093096207
2.2699,2.3164627408187464
8.6145,8.348848677385899
7.0041,7.150729468139684
2.3459,2.6407136316320923
5.4815,5.439405724600942
2.1581,2.1831187375610845
4.5654,4.624816534424166
11.296,12.177282824335702
8.4192,8.710564835624677
2.6293,2.5054895615940715
3.4742,3.501151940268823
6.7964,6.88319382094603
5.5546,5.5173809693115565
1.7131,1.450401725225742
2.5356,2.5412616876656777
1.469,1.4331469882636831
7.1374,7.302250314403931
5.287,5.456797341552441
11.18,11.00508503147837
