tst_y,tst_pred
1.8094,2.0218165750621715
2.0463,2.1153933987519444
4.0859,4.1982523433624515
9.6897,10.124298193203895
3.7587,3.855967691573351
4.1236,3.816360101784067
1.7728,1.9290079799849131
2.3856,2.4654274688613036
3.0207,2.936121092981903
9.3875,9.218328435075914
4.8004,4.775523784358693
11.5869,10.820275110009657
4.1618,3.781403045403618
3.9604,3.9703758016059787
4.9548,5.082404817969273
1.3849,1.5996787279430968
2.6669,2.657774139682129
7.0041,7.089683631098051
3.8445,3.753114771881183
6.8932,6.804049717520666
3.572,3.4102612074784524
6.604,6.310465082559386
2.98,2.791164279086029
5.5859,6.104383398146506
1.3442,1.335145541392631
5.3309,5.36706344776449
0.7863,0.7213660144146665
1.8594,2.1093129380921987
6.5796,6.259752355045617
2.0994,2.0597946986162974
4.4768,4.457126391427874
4.1303,3.9425832411895776
4.7263,4.574108779796102
1.7396,1.6483018441772224
10.8879,10.929344571723373
1.3449,0.927313666480682
4.9239,5.094724609804626
5.9228,6.1614655516399175
1.4295,1.8464747229909158
4.9465,4.8841561877857025
1.0863,1.9069915484570679
4.7659,4.51059070953259
3.003,3.049246256262432
4.0589,3.5864584235133457
6.1699,6.04037921487507
6.6747,6.696241624652185
6.4426,6.40327529590682
2.1749,2.2210994395744414
8.7523,8.74182546932921
2.3017,2.3663938172263492
1.735,1.7180817035319755
2.2699,2.3155312486788766
0.9164,1.0174328385011044
12.8835,12.684793374840847
1.469,1.4148186388029949
2.7298,2.4935130770758
0.3572,1.170246637783503
7.8919,7.545857591054965
1.4414,1.4575353659342731
3.0943,3.0742069819582234
2.5356,2.5985004862828696
4.1715,4.2344354029801075
2.3679,3.005219294480735
3.1553,3.29853276249899
3.9033,4.171337430049544
3.9363,3.737604440662704
3.6513,3.5948578053467877
3.7455,3.213138115627867
