tr_y,tr_pred
8.4192,8.423672113068633
3.7455,3.3332256648925664
5.9187,5.956368120907328
1.6817,1.7789817835823811
4.9465,4.950901182920589
8.6145,8.499464571177683
9.3875,9.382614541905028
3.572,3.5295555527567473
3.992,4.212694976359003
1.4274,1.4223628721538404
6.5146,6.509453723432799
6.7511,6.681280700510584
5.0391,5.258197459838939
3.9604,4.038119352163463
3.9743,3.8540418044864424
1.8665,1.8617600423426808
5.7204,5.872335671779993
3.5944,3.6082898139579953
2.195,2.067770224232177
6.5796,6.412890036635204
7.8919,7.727540988692695
2.6759,2.680937513073914
5.7682,5.352089626790999
2.2699,2.274835563398838
6.1564,6.15137093562511
2.7721,2.7334990078121706
3.1458,3.1083376546541928
3.3954,3.4003654014141063
4.1236,4.118302927450273
2.3017,2.3068357820527723
2.1176,1.7931542422726494
0.9185,0.7759297563601564
10.9613,10.613257173930961
4.7263,4.732604701302662
2.4753,2.6649393372407673
1.2836,1.3008914014246926
4.5006,4.5051693707154215
8.1826,7.68764647269019
2.0465,2.1277377975429914
10.2887,10.293702703628256
4.755,4.994838323683908
11.18,11.019332009810356
3.7587,3.8389027800566424
5.5546,5.515318977555253
11.2074,10.993402160410952
11.296,12.07880519915308
5.4815,5.51977436070753
9.6795,9.675073047254628
1.5161,1.5113848063337088
8.7523,8.778092422186788
4.0859,4.25573683108793
0.7466,1.0777508269474225
8.2731,8.095295259303398
2.7298,2.71738741561434
1.0863,1.456495540690085
4.149,4.153972719621507
9.3022,9.296704128653474
9.686,9.436748102337006
8.0577,8.023693135826775
4.2197,3.928103348341452
4.4814,4.1073043922101675
6.3822,6.334076411000424
11.7016,11.706609280513945
2.9918,2.992932541139467
4.1888,4.084661804731823
1.9402,1.935325718412642
1.8665,1.8617600423426808
2.0463,2.1277377975429914
5.287,5.316943999965943
2.98,2.9741642883997343
4.3584,4.171994062458239
6.8932,6.800131344689262
2.0994,2.016529520597956
4.1618,4.031439414745719
4.1303,4.135049523304943
5.5859,6.127556114199152
6.2427,6.29248431575094
1.0886,1.0828796148021098
11.8213,11.912521964156227
3.0084,2.7717628261285796
6.7212,6.474925345175748
1.3449,1.3501191434398976
2.2193,2.064806251717428
14.5484,14.206975113530135
4.4837,4.743017807857555
2.4631,2.505504389861372
11.5869,11.120348215108166
7.2186,7.252863059825032
8.1958,8.400708067980318
1.5737,1.483471787601971
3.3727,3.376084967335501
1.5573,1.496620476700869
5.9228,5.927338445672618
3.14,3.1450989164449226
6.8743,7.581856875944268
6.2831,6.227548114076072
3.4135,3.2085704658918672
8.0895,8.026268254160541
3.1664,3.1361729292620026
2.1581,2.130038808515465
2.1856,2.1824766355764638
3.5878,3.737682268297604
5.3309,5.301387185061017
8.498,8.925732567260539
9.6897,9.814151641744175
5.5707,5.576078228712518
6.4659,6.6818878117656055
6.7934,6.798704164465235
2.4221,2.3867638757215133
1.6723,1.3482786782635827
5.0669,5.559204801617639
5.6381,5.765966144442032
4.406,4.266280131061777
1.8094,1.8082603908753896
3.1553,3.160610499543637
0.9164,0.9110671651141189
11.6438,12.003593652789405
8.4926,8.782553524512096
1.8382,1.8451093729396604
2.8464,2.7824521489951763
6.6747,6.777465833437319
4.1902,4.263200392311219
4.458,4.452848119680098
7.5067,7.5119846102072785
4.9548,4.975461432527268
1.8243,1.9714711369761204
7.2876,7.267257574759938
2.5701,2.6036353723099097
2.7447,2.695477078475861
1.6696,1.703215286867831
9.3322,9.599379356598448
2.3766,2.3360955982727916
6.1699,6.081334376827286
9.4213,9.41600381392881
2.6293,2.6242358909461387
4.5849,4.500495474898813
3.9388,3.7599383111976437
8.5691,8.31200268809529
6.6164,6.621729532061423
13.1056,13.11086124941086
2.585,2.7398386219258697
3.003,3.0748010208888132
7.0041,7.009241204181777
1.022,1.0263718512782276
3.671,3.6760801061117405
0.7863,0.7914493537990808
3.9363,3.9320583111987304
10.7274,10.636837362653424
1.33,1.5890539138928403
4.3291,4.119586430188079
11.987,11.467277390076916
3.0943,3.0418124817464474
1.4077,1.0111127323405213
12.8094,13.14472242426281
13.605,13.59981575035421
2.6669,2.6617331596212495
10.5066,10.4543372612858
4.3992,4.588413771718493
8.4785,8.48376856642848
4.2488,4.49085536514248
6.0339,6.136147221849129
2.3072,2.493654277596775
1.371,1.3658125115406534
4.1715,4.166192468978025
6.7964,6.801771687902047
8.7402,8.641561205838244
2.6325,2.690939880312513
8.2488,8.253728329674928
5.0361,4.939092433284273
7.0987,6.9304575894154965
5.1969,5.1237373449639705
7.6722,7.817976307700533
2.0713,2.086143534509816
4.7437,4.597574543496094
5.9173,5.527004858341812
1.8594,1.9124359527184112
6.2057,6.2376632655533655
2.1749,2.169753070063635
7.3163,7.3215150762248555
2.8563,2.8575099922374108
2.3459,2.3508453076338043
3.0207,3.0262332075710816
2.3412,2.396548083892199
10.3911,10.434834141928164
3.6513,3.6564083826591656
3.9033,4.0956933936974025
3.8571,4.090405049555912
3.1375,2.9721235462669853
3.2169,3.111166220106398
13.0725,13.06756701814767
0.9156,1.1851373567296974
1.735,1.7327387432486745
4.0614,4.058831380639404
6.604,6.260131778312953
2.8036,2.808472807682975
1.3584,1.363220365697103
2.9687,2.9326497928805253
5.8911,5.76631003622289
1.7396,1.734434026472755
1.3849,1.390525343410573
10.8879,10.900940317255518
9.7695,9.91791666921894
