tst_y,tst_pred
11.5869,10.907645855464883
8.4321,8.745633072020004
8.6145,8.423939527409251
8.1958,8.31226348013873
8.4926,8.765539585072778
1.371,1.3258858446882495
4.4837,4.75040768759421
5.9228,6.30042061825255
7.5067,7.4908517581555625
5.6381,5.7826542480837215
9.686,9.536842406214722
1.022,1.0542497546415088
8.2358,8.235424653989261
11.2074,10.77841192605259
2.3459,2.5394614860545826
9.2312,9.455448819417446
8.2488,8.140692115905344
3.3727,3.513369127498967
2.195,2.1442365093265234
2.923,2.717307031536924
7.2876,7.0577905727571615
4.2694,4.313460321018587
5.7006,5.478886841723883
4.3584,4.395896926959116
2.5701,2.564701777293825
10.2887,10.415520157095974
3.4742,3.244479362523938
9.6897,9.986953581085194
6.2427,6.188875013113224
11.296,12.075575767483619
2.8464,2.683574685725338
11.8213,11.708377703264281
1.6817,1.822670136034807
3.9363,3.8822361052501346
3.5878,3.76484479664426
11.7016,11.992859033858926
3.8445,3.8001178204779844
2.3766,2.3773227645854913
4.7263,4.79220782335536
1.4577,1.464007209473797
2.3072,2.590709772228669
8.5691,8.115797137952844
3.7694,3.777297930912331
3.671,3.9907292914507106
11.9452,12.3376827322921
3.8065,3.589571847968122
2.0713,2.2032298496145213
5.0669,5.989076340705955
4.0859,4.250819902436282
4.1902,4.258683350621444
5.1969,5.127410427107256
0.9156,1.1929600707083718
0.7863,0.7387823653574142
2.5356,2.5646191501512785
6.0339,6.020792091034613
2.9918,2.972842456494922
2.4753,2.709547831002359
1.3449,1.0375506865860498
2.7298,2.525190990858695
6.6164,6.569697342473168
6.5796,6.319460543009276
3.14,3.338679377129969
2.585,2.7706540503698616
2.6293,2.2192295849457278
1.4077,1.0780286431857657
4.2488,4.457418810274552
2.6669,2.597882209877147
1.5573,1.3295038783947657
