tst_y,tst_pred
8.498,8.811847090387307
3.9033,4.1409271705507145
6.4659,6.76302171538676
11.9452,12.413581811168644
11.2074,10.864407401350451
4.4837,4.781082814992335
5.4815,5.498331197046543
4.3584,4.513982405865551
1.9291,2.1167306070596688
7.8919,7.5305842099315505
1.8594,1.9629859904084306
0.7466,1.3559587004431997
1.6696,1.7359679847388243
2.1581,2.1292796701928474
3.1553,3.1912568991959525
1.33,1.4877535976648524
11.6438,11.775069847762058
0.9156,1.1059855279355197
3.9743,3.6209911481548325
6.7964,6.905310496956606
2.1749,2.2503234254426907
6.604,6.284025284968113
3.9388,3.737024316985373
1.2836,1.572174767759595
1.4077,1.270478570235202
2.5701,2.6032017499828335
9.3022,9.24590744804205
9.4213,9.7102358025323
7.2876,7.125921480234144
7.0987,6.8690864050043565
5.0391,5.2226848458032755
8.0577,7.941169345753185
1.7131,1.476965754114378
1.9402,2.0661371843235266
1.3449,1.1857000140842793
2.4631,2.510740486495667
10.9613,10.296687028677713
2.8464,2.559434488428753
13.0725,12.884520638757937
3.3727,3.3995074219170256
11.2042,11.552133635814887
2.3459,2.6722678388321874
5.9187,5.955340445094482
6.6096,6.410173324104409
5.287,5.368134995714701
2.98,2.8380441682554256
2.3679,2.982152180491955
8.7402,8.446062985903684
6.4426,6.379149794321695
2.585,2.7935223894639485
11.987,11.303130456566425
8.3594,8.40270784563889
1.6817,1.8299540188890724
4.149,4.04634097779179
1.8094,1.9801017934582497
1.3849,1.6639611944962844
3.8065,3.747157518344995
7.3432,7.933589286327976
3.689,3.549964893996691
2.1176,2.01448602690785
5.3309,5.358099538016138
5.9228,6.250102292098479
2.6669,2.7150548957149176
4.4768,4.44627362251045
3.4788,3.555068667043731
8.4926,8.601539025241966
4.9548,5.058426455948922
6.7255,6.561345669149507
