tst_y,tst_pred
2.6293,2.5188013927946677
1.5161,1.4377015360024608
4.9548,4.8045778576562235
11.987,11.277500124922991
7.2186,6.243473627104432
4.755,4.948378440445705
3.7694,3.5388785904507323
6.2831,6.361845785193619
6.4426,6.555282375049611
8.2731,8.193278428425511
3.992,3.976706057767043
1.33,1.8247046817142483
1.5573,1.4232243743737136
4.2694,4.219199186680381
4.4768,4.579438832950583
3.9604,3.650730285144274
6.7212,6.573803379778948
5.9228,5.718598577714257
6.7964,7.067623119168385
1.022,1.1741976998983965
6.604,6.451283024826008
2.4753,2.7148050129472914
5.9187,6.084641403753377
6.3822,6.387378294046467
6.7255,6.106396058092397
1.7396,1.8081258043513309
8.7402,8.638472724860659
6.8743,6.5711152146033065
4.1715,4.331734400606475
1.8382,1.7545390851647618
8.7523,8.764194779602004
8.5691,6.858949062729263
3.5944,3.942541226229988
5.9173,5.2620801511276305
4.1618,3.8059334852133553
1.3849,1.755459792488292
5.3309,5.3543531823362365
6.6747,6.699049013237637
4.1902,4.1235939734998475
1.735,1.8808372731583596
0.7863,0.9333529454889877
2.0924,2.1037614062662406
3.058,2.8632640597135115
8.2488,8.570135500105717
8.4321,8.625956062163933
10.5066,11.20453860656755
2.0713,2.1030618001624326
3.9388,3.7779700575284743
12.8094,13.020566096065632
3.3954,3.3317330473183766
1.92,1.8012043600357366
5.6544,5.395198184109287
0.9185,0.9179288174092299
4.8004,4.597909134630864
11.7016,12.072458516488151
1.9291,2.0928178979903542
13.605,12.884076607633798
6.1699,6.129542662758578
5.0669,5.147916239413572
2.0994,1.9713384580919602
3.0084,2.8270689491401946
1.7504,1.696243464266555
5.0391,5.429283361059898
7.3163,6.829859032323039
3.1664,3.1003398903613935
2.3459,2.249356952677882
5.7006,4.673618611212188
3.4099,3.3657782201609017
