tst_y,tst_pred
6.7255,6.880284045189354
4.8655,4.528486599090128
1.7504,1.927610370775609
3.1375,2.9906632495652854
1.4414,1.557252147814678
2.1581,2.1820308339878363
7.3163,7.7056167245658695
1.8594,1.9473834289086778
5.0391,5.21393020993254
8.2173,8.311826052940331
4.7437,4.600303646614874
4.6695,4.819855130295208
4.0589,3.6380939465046946
6.7934,6.806305892008266
1.735,1.7377024601895652
1.6723,1.5016757601073447
5.8911,5.478900354658789
11.296,11.992535517319437
8.1958,8.371669726029166
6.7964,6.792435105067296
0.7466,1.4162035615985484
7.1374,7.446368194262858
8.6145,8.457150742703915
4.0859,4.127495638408972
9.3875,9.0472406967814
2.98,2.9188097281106717
5.5707,5.463782701507979
5.9187,5.885495295916725
4.2488,4.651277057536744
3.5878,3.6924144028356647
11.9452,12.345808078505241
2.6325,2.7822340167653135
0.9164,0.9072885438976197
1.8243,1.8664505760128929
2.0713,2.259905999745923
4.2694,4.405781493849089
4.5849,4.529082241080131
4.1888,4.1858059422442135
1.0886,1.0667505961804533
8.0577,7.892399042320347
2.1856,2.3019964056833384
7.446,7.108176192440977
6.7511,6.570222858388105
10.2887,10.35954202917618
4.0471,4.006017262603008
13.605,14.146747892269003
4.0614,4.179447887479354
8.2488,8.155444159430216
3.0207,3.028629608813743
9.7695,9.914530476822064
0.9185,0.7404041092025988
8.1826,7.4921793972129205
3.5944,3.834331822124467
5.1969,5.221888728804869
10.5066,10.599242275794849
5.3966,5.126119152573109
0.9156,0.9110770980090717
5.5859,6.058005849828431
11.18,10.986089165714828
4.8356,4.835851239354623
3.7694,3.7146530104177042
10.9613,10.585561744442556
2.4221,2.3624937367889185
2.0465,2.1375519186834833
8.7402,8.277934771336176
4.755,5.019902144887409
6.6096,6.319800006779941
8.7523,8.742851298902123
