feature,VIF
1,32.06669651000558
2,47.76285053566714
3,10.24432729782518
4,8.64648404445624
5,12.593914239305542
6,54.297836044381945
7,81.24610794494855
9,11.882229535344045
10,15.816343621496118
11,17.280161462795263
12,1.3669526463074109
13,6.933854532976663
14,5.902755332102602
16,4.384523832352965
17,20.35193713307722
18,10.72191667776525
