tr_y,tr_pred
1.8665,1.773213174512053
7.9318,8.17147194460958
2.3072,2.296711688044157
2.4631,2.5447571541113536
3.3727,3.36701588534706
3.0084,2.9981825342834743
7.3163,7.442453066547019
6.7212,6.710405171708404
3.003,3.0148757105594957
3.5944,3.6012853740026873
8.4321,8.442461407510196
1.6723,1.5416202801712604
7.0041,7.011350400894658
3.671,3.800604386860501
8.1826,7.827149522757823
2.5701,2.6432305133381266
9.6897,9.789469889877724
6.8743,7.39041683652758
11.987,11.726699447482675
2.8036,2.8114254076441245
2.2193,2.0086271792057193
9.3875,9.376553446043177
4.7437,4.680081951000462
5.2486,5.120724017143944
8.1958,8.415721316041159
1.4577,1.4472133400537093
4.2488,4.407686281528727
4.8655,4.598025682512885
11.6438,11.715976046150532
4.2694,4.322654547766065
1.7728,1.7642821097630037
1.8594,1.871069979418822
2.3766,2.335343273079703
7.6722,7.873506711677324
4.5849,4.573044979864422
1.2836,1.2945517266249187
5.0669,5.324993818997969
3.8571,4.0836376278908535
11.2074,11.195266506825279
2.8464,2.790809373980297
2.6759,2.6653388196496923
1.5161,1.552445526574589
5.5859,5.975165618270326
11.2042,11.213364170363635
11.8931,11.880085783313548
1.8382,1.8504840140245467
6.3822,6.364572196525474
3.7455,3.541934774240504
4.149,4.058205600300058
2.4753,2.639072224364641
4.6695,4.675043341219494
5.9228,5.9974659370414845
2.9918,3.0068213669052017
9.7695,9.689987809082227
4.7659,4.509355668507483
3.14,3.1278465732462752
5.287,5.300575791654042
4.755,4.889254462057211
3.2169,3.1749817896739803
1.6817,1.6926099609332557
3.9604,4.012710854938264
1.469,1.3364649568316924
7.8919,7.816992568530255
7.3432,7.528895977487624
11.5869,11.296806813315557
4.0589,3.5022887920818864
6.8932,6.804326017150375
5.4815,5.490491066618775
4.1888,4.179899026384733
3.0943,3.107175347009248
8.4192,8.431878551585756
4.8004,4.676085063437855
4.458,4.468261258989147
9.4213,9.393607523170063
2.7447,2.756845863482882
9.3022,9.29323323533899
3.386,3.3968675002521156
5.0361,4.412404579193749
10.3911,10.404157603857671
1.8243,1.824931048207505
1.5573,1.5520021590633366
2.1856,2.224337811348592
1.8094,1.9805192273612153
2.4221,2.394351371298031
1.371,1.357793211254462
3.7694,3.761064157045981
4.5006,4.506028984705695
1.3442,1.2583875775668236
2.7721,2.7621300206515986
8.7402,8.666097260994862
8.0895,7.76219646120771
4.3584,4.34868127243462
6.2057,6.428201809685193
6.6164,6.606514706341473
4.6557,4.569270522893563
2.9687,2.951208762931488
4.3291,4.219737191384043
4.7263,4.969682741669745
1.735,1.8439079259929674
7.2876,7.27669785114958
12.8835,12.904829034294012
6.1564,6.165822261160061
2.3679,2.8352259924755305
3.6513,3.661920144404208
4.0614,4.070030648715688
4.4694,4.624899532369087
10.7274,10.748894028929131
3.572,3.478584561905878
12.8094,12.819069580078208
3.1553,3.153157118445593
9.6795,9.66829600654964
1.3449,1.3371469339686843
4.0859,4.1856499260080415
5.6544,5.523056688920038
7.1374,7.314853277484504
4.0401,4.092366799293446
1.7131,1.5858998401305104
8.6145,8.50555707102612
3.1375,3.034523762565728
6.4659,6.475416176730137
4.1715,4.038171943298581
8.2488,8.239542785400404
2.6293,2.6172515879294185
6.7934,6.780378154353089
3.058,3.0369981355775924
9.2312,9.362858020007112
1.0886,1.0753351291365068
3.954,3.945130867273834
5.9173,5.493608977103209
2.0465,2.0956563241939836
5.7006,5.617620597138371
2.7298,2.623693000392082
3.7587,3.9006199871979295
4.9239,4.933807062930642
6.5356,6.546068090343029
0.9185,0.6530836205161865
2.3459,2.3984318633643813
7.2186,7.243122827521434
3.4742,3.5140131954791247
6.7255,6.694714800017751
3.9363,3.924588523561029
2.6669,2.6765210787922076
8.498,8.485612359152215
1.0863,1.131890816959272
8.3594,8.49296526753787
3.9388,3.7612138197433485
8.2358,8.286436633455738
7.4545,7.550220007249296
6.7964,6.850453312637542
6.6747,6.668016104291015
3.0207,3.0213882677813633
0.7466,1.2475791396642268
3.4788,3.4959074308659144
2.923,2.9095890928852857
11.18,11.104304881362255
11.7016,11.714158638098157
6.2831,6.293726940215125
1.4295,1.7912546950243229
1.3849,1.3948655129057403
11.296,11.696673356694733
3.8065,3.795035012180593
10.9613,10.653401215443951
2.2699,2.2956970033279465
13.1056,12.981422400632797
5.1969,5.155829324877773
4.1303,4.11739078129685
1.3022,1.296211350583322
4.2197,4.011346262659204
4.4814,4.271712107267009
2.0994,2.0884018439879544
8.7523,8.763126253184597
5.9187,5.9078696830907536
2.0713,2.169162121257246
2.1749,2.1905590252496
1.4414,1.4543620555810737
7.5067,7.495357062823674
11.8213,11.831777431292354
1.6696,1.6783683776608047
1.3234,1.3327625953694184
1.9402,1.9502264998569405
4.5839,4.507578533249758
1.3584,1.4040207878693725
4.1236,4.113378657544304
6.5796,6.506041575841296
0.9164,0.9029964700326634
3.3954,3.4107714781890497
3.4099,3.423725230044143
6.4426,6.328511774486829
7.446,7.3822756831719705
6.7511,6.662825227667414
3.5519,3.9299718904163417
10.8879,10.839225941415494
0.3572,0.39422672090731403
13.0725,12.86684079407823
6.2427,6.2542485728459685
3.992,4.1203540280763225
1.33,1.461120854073302
10.5066,10.50953776680362
8.2731,8.21475061378405
8.4926,8.800133016798641
2.0924,1.9622003229629588
11.9452,12.121425266419097
