feature,VIF
1,31.877601818801356
2,47.44455270615131
3,10.16232429163309
4,8.563673642768656
5,12.588757913709776
6,53.34681910530556
7,78.1417891671108
9,11.807281027903192
10,15.896919175759566
11,17.351090295903106
12,1.3647204467732283
14,4.977326190040245
15,6.097880586605047
16,4.349966942044593
17,20.329224251470063
18,10.700792540413724
