tr_y,tr_pred
5.5859,6.109957060220642
1.8665,1.865021646657203
14.5484,14.483842788504182
13.605,13.606538443867668
4.7437,4.558739364441555
4.6695,4.670991861821596
4.1303,3.9607545689803256
5.2486,5.247253616679165
6.6164,6.513756110657857
3.9388,3.6851572274174824
11.2042,11.439581823222658
2.9918,2.9926402150261193
3.9033,4.104810666933906
6.6096,6.333822966108903
4.1902,4.246277301383463
5.8911,5.368281036267751
5.2102,5.945966082337042
4.7659,4.496368532037797
3.0084,2.800153550470588
9.3322,9.633907868458584
3.992,4.256744348635527
1.4414,1.4419829269066096
1.8094,1.8954747669685386
2.6293,2.600652975068021
8.7523,8.753795425064515
7.3432,7.734978202940203
1.7876,1.7882611709858676
2.7447,2.745707312981642
4.1236,3.9937605738987596
4.755,5.047368360011694
2.8563,2.8929394297664768
1.8594,1.917030209365441
2.2193,2.049348453747859
2.0994,2.0986251279455583
1.6723,1.5923440322644975
0.9164,0.9155452078003119
6.3822,6.327661757849944
7.6722,7.672376678007174
4.458,4.4567895738199805
2.3766,2.2728202434406395
4.1618,4.005329501007543
8.2173,8.338079670720537
9.4213,9.481537376698759
0.7863,0.6323045660261979
3.7455,3.376549755367284
1.3449,1.3464708951275153
2.3459,2.4990248252856073
9.6897,9.990035814291707
3.058,2.9535268530169443
1.8665,1.8650216342173618
1.0886,1.0898125342855902
6.8932,6.891824560777797
3.2169,3.0065051445473383
2.1176,2.0563573234674433
3.5944,3.8030599483450143
0.9156,1.064476742445697
4.9239,4.987878330438241
2.6669,2.6682599788398758
11.8931,11.870511985765608
5.7204,5.816504170271889
8.498,8.565489016828598
2.585,2.730899470195288
8.1958,8.316433503653945
4.4694,4.991822191414405
4.0859,4.142851945398013
1.6696,1.7942511229544262
3.9604,3.958863988332416
3.689,3.647111273848429
11.18,10.999175395720533
3.7587,3.8144427248360326
5.3966,5.395817682755171
8.0895,7.752195530255824
5.0361,4.89889988919507
7.9318,8.060168465581262
2.0463,2.132149834841732
5.287,5.287696648092185
1.7728,1.8358479958248264
7.8919,7.62170060689815
11.5869,11.213068846912995
4.5006,4.498995574468983
10.7274,10.63093309108857
3.3727,3.3736676173557836
9.7695,9.828858657669263
2.98,2.912863931018057
1.3234,1.4114414927080698
5.0391,5.189831540946022
4.7263,4.771560410320296
3.003,3.0414147627025496
6.8743,7.537467936620066
1.735,1.8059418162725134
1.4077,1.4063641577821837
5.5707,5.569392539277407
9.2312,9.44786073606591
1.7504,1.8254176405108975
6.5146,6.513438729789561
9.686,9.62442284110333
2.1856,2.3221109111180223
3.1664,3.143768180267932
4.5849,4.45428217635598
9.3875,9.388701558571745
4.5654,4.563886694320706
12.8835,12.948146682680806
2.5701,2.6176229842128915
4.9548,4.955859887364033
4.8356,4.79261221019309
6.7212,6.721963562414919
5.3309,5.4118320530872435
4.1715,4.171056449415152
5.9187,5.919687875758916
6.1564,6.350566549622533
6.7934,6.792196830601744
2.3017,2.261059986513862
1.0863,1.4987886230044634
1.4295,1.7955867379786579
3.3954,3.3939110105376695
2.0924,2.0743775672915827
1.9291,2.0363519981102964
3.1375,2.8694373076946587
9.3022,9.129172657390688
6.2057,6.4261905629628355
1.3442,1.2940802022964473
11.987,11.604225021246895
2.0465,2.132149685419483
1.92,1.8884094151742712
1.33,1.4614430663553204
4.1888,4.057862177941763
7.2876,7.110871314027042
2.8464,2.6369784135253322
6.2831,6.284435735420436
7.4545,7.559571930828417
6.2427,6.153728244631827
1.7396,1.5181041527741055
6.604,6.564540269002384
3.1458,3.145306419038354
6.6747,6.676203942775748
8.4785,8.480197512968209
8.7402,8.663817199124002
2.4631,2.522253266951827
6.7964,6.9111264208221765
11.9452,12.215495813393352
3.8571,4.066798270107858
4.0589,3.5731457988734174
13.1056,13.023685800895953
7.2186,7.457370290969527
11.7016,11.78365553893949
0.7466,1.2268235784055488
8.6145,8.400256056027535
2.195,2.103642445811408
3.386,3.3872034828108664
5.7682,5.276624370491197
2.8036,2.8924201438043493
9.6795,9.68088757356046
4.406,4.308440910353772
6.5796,6.400172681713036
7.0041,7.004675482504728
6.4426,6.380313105406833
1.4274,1.4283779319426113
3.671,3.8804618064212146
10.5066,10.501527695182096
4.6557,4.453324159004557
4.8655,4.568360831840584
7.3163,7.475916567516526
3.4135,3.1899663589380562
8.4192,8.420593943362439
11.6438,11.75101169855626
2.6325,2.755182695682299
2.9687,2.936061119995804
4.3584,4.359493712870323
3.8065,3.8056800014852907
1.2836,1.4511621438418043
2.7298,2.67241830195079
4.2488,4.5900245542942795
2.1581,2.137913833364143
3.0943,3.0949410508500588
6.7255,6.726774445722219
1.4577,1.459024825283711
5.7006,5.4525271322815225
1.3022,1.203756121904382
1.6817,1.7395682135901662
1.371,1.3714031457635993
13.0725,12.750969048497302
8.2731,8.078535268177268
3.4099,3.3875203310204025
11.2074,10.892367674535341
1.5737,1.4750739452451054
1.5573,1.2727592607246034
3.1553,3.1634697278500763
5.6381,5.741082540864488
1.8382,1.839557957673298
7.1374,7.153571884991413
5.4815,5.441238255119208
3.954,3.9550259321802397
5.1969,5.11517538737113
4.149,4.048511506370721
5.6544,5.521168817234672
2.3856,2.589291218229084
5.9173,5.586815400306056
3.7694,3.7602197274938245
10.2887,10.28811659305635
3.6513,3.652660555069394
10.9613,10.558865635394488
6.7511,6.565317648431494
