feature,VIF
1,4.698549874475592
4,4.973234327431065
5,7.506285033291374
6,3.923308561185731
9,4.949899055972691
10,4.551197041872645
12,1.2198537223738113
14,4.668572355296494
15,4.898223360369428
16,3.642541426272242
17,7.888154118881201
